ABILLOFGODS,"Invoice for Zeus and Mars?"
ABIRTHINTHEFAMILY,"Agee book about a blessed event?"
ABITTOOFARGO,"Overly North Dakotan?"
ABLAZEINAHAMMOCK,"Loafing radiantly?"
ABLE,"A willing partner?"
ABLE,"Baker's associate?"
ABLE,"Bill attachment?"
ABLE,"Capable of making a BALE?"
ABLE,"Follower of li or cap?"
ABLE,"Napoleon, before seeing Elba?"
ABLE,"One-time pal of Baker and Charlie?"
ABLE,"Ready and willing companion?"
ABLE,"Ready and willing partner?"
ABLE,"Suit tail?"
ABLE,"Willing follower?"
ABLE,"Willing partner?"
ABLE,"Willing's follower?"
ABLEMANNERS,"A good sense of etiquette?"
ABLEPERSONALITY,"Qualified individual?"
ABLEROFFFORELBA,"Like Napoleon, palindromically?"
ABM,"A pinch of SALT, briefly?"
ABNER,"Lil' guy?"
ABNER,"Pal of Barney? Why not?"
ABNERSINGLEDAY,"Near-great in baseball annals?"
ABO,"Blood letters?"
ABO,"Typing letters?"
ABOARD,"On the wagon?"
ABOARDOFFORESTERS,"Woodsmen's group?"
ABOATFACE,"Shipboard order?"
ABODES,"Places to hang hats?"
ABODETOJOY,"Behar's home?"
ABOIL,"Like an unwatched pot?"
ABOLICALPLANS,"Fiendish plots not involving the Princess?"
ABOMB,"Big boomer?"
ABOMB,"Nuclear weapon or Broadway flop?"
ABOMBS,"Fission gear?"
ABOMINABLE,"Explosive device eaten by a Wall Street critter?"
ABOO,"Bug chaser?"
ABOO,"Bug follower?"
ABOO,"Bug tail?"
ABOO,"Bug's end?"
ABOO,"Bug's finish?"
ABOO,"Peek add-on?"
ABORIGINALSIN,"Outback no-no?"
ABORTGILA,"Cancel a lizard?"
ABOU,"A sound from an Arab spook?"
ABOUILLONAIRE,"What the Chicken Soup for the Soul guy must be by now?"
ABOUT,"Concerning or match?"
ABOUTABOUT,"Concerning the fight?"
ABOUTDOORS,"Entrance exam study guide?"
ABOUTFACE,"180-degree body part?"
ABOUTFACEOFF,"Concerning a Travolta-Cage thriller?"
ABOUTFAITH,"Sermon topic?"
ABOUTFAITH,"Title for a cleric's book?"
ABOUTHOUSE,"Pertaining to Hugh Laurie's show?"
ABOUTLASTNIGHT,"What the boxer had?"
ABOUTTODROPCOP,"Out-of-shape policeman?"
ABOVE,"Too good for?"
ABOVE,"Where to find heaven?"
ABOVEBOARD,"Manna from heaven?"
ABOVEBORED,"Beyond being uninterested?"
ABOVEPARADE,"Where cartoon character-shaped balloons fly?"
ABOVERAGE,"Too good to go ape?"
ABOVESUSPICION,"Referee quality?"
ABOVETHEFOLD,"Shepherd's vantage point?"
ABOVETHEGRIME,"Too important to deal with lowly cleaning?"
ABOVETHEGUN,"Low pressure situation?"
ABOVETHEWAITS,"Too haughty to stand in long lines?"
ABOYNAMEDSEGUE,"Cash's uninterrupted hit?"
ABOYNAMEDSMEE,"Hook's mate in his formative years?"
ABOYNAMEDSOUPY,"The Sales lad?"
ABOYNAPALMEDSUE,"Song about one young man's truly burning desire?"
ABPERCALEVANBUREN,"Tulle Time regular who gives fashion advice?"
ABR,"Not in so many wds.?"
ABRA,"Enchanting opener?"
ABRA,"Magician's opening?"
ABRA,"Spelling start?"
ABRA,"Start of a spell?"
ABRACADABRAELIAKAZAN,"Magic words?"
ABRADE,"Rub the wrong way?"
ABRADED,"Rubbed the wrong way?"
ABRADER,"Rubber?"
ABRAHAM,"Copper head?"
ABRAHAMBEAME,"Happy ex-Mayor of New York?"
ABRAHAMLINCOLN,"Driven President?"
ABRAHAMOMAHA,"Springfield's most famous citizen?"
ABRAHAMSLINCOLN,"16th president's car?"
ABRAMOVITZ,"Architect running the gamut?"
ABRASION,"Result of scraping by?"
ABRASION,"Souvenir from a bad trip?"
ABRASIVE,"Rubbing the wrong way?"
ABRASSBAND,"A: No strings attached. Q: How do you describe ___?"
ABREASTOFTHETIMES,"New York reporter?"
ABREATHOFSANDAL,"irst thing that hits you in the Roman Army's locker room?"
ABREWBARELYBLURS,"One beer isn't enough to intoxicate?"
ABRIDGETHEGAP,"Condense a clothing store?"
ABRIDGETOOFAIR,"Film about an overly equitable span?"
ABRIDGETOOFAR,"Cornelius Ryan book, or excessively condense?"
ABRIDGETOOFAR,"Get carried away with the blue pencil?"
ABRONCSTALE,"Rodeo yarn?"
ABROOMOFONESOWN,"Novel about acquiring Quidditch equipment?"
ABRUPTCHANG,"Conjoined twin being brusque?"
ABS,"6-pack muscles?"
ABS,"Body waves?"
ABS,"Contents of a six-pack?"
ABS,"Crunched items?"
ABS,"Middle manager's focus?"
ABS,"Ones crunched during crunch time?"
ABS,"Six-pack contents?"
ABS,"Things in a sixpack?"
ABS,"Things used during crunch time?"
ABS,"Units in a six-pack?"
ABSENCE,"Cause of more fondness?"
ABSENCE,"Fondness intensifier?"
ABSENCEOFALICE,"Carroll story without the heroine?"
ABSENCEOFALICE,"What would trouble Trixie if the Kramdens moved away?"
ABSENCEOFLEAVES,"Result of a good raking?"
ABSENCEOFMALLETS,"Reason the croquet game was called off?"
ABSENT,"AWOL unit?"
ABSENT,"Classless?"
ABSENT,"Like someone who has no class?"
ABSENTEEBALL,"Party where no one shows up?"
ABSENTEEBALLAD,"Love song sung by proxy?"
ABSENTEEBALLADS,"Melodies from afar?"
ABSENTEEBALLOTS,"They're cast over the ocean?"
ABSENTEEBOT,"Automaton gone missing?"
ABSENTEEBOT,"Missing 'droid?"
ABSENTMAIL,"Missing letters?"
ABSENTPACKING,"Shoddy vacation preparation?"
ABSINTHEMINDED,"Preoccupied with a green liqueur?"
ABSOFSTEEL,"Hard core?"
ABSOFSTEEL,"Video that makes you sit up and listen?"
ABSOLUTELYFIBULAS,"Show of ladies' leg bones?"
ABSOLUTEPITCH,"Perfect fastball?"
ABSOLVETHELAW,"Reach an acquittal in a police brutality case?"
ABSORBENTMINDED,"Like a fast learner?"
ABSORBENTSEA,"Your first stop on the Sponge Diving Tour?"
ABSTAIN,"Just not do it?"
ABSTAIN,"Just say no?"
ABSTAIN,"Keep one's pants on?"
ABSTAIN,"Sit on one's hands?"
ABSTENTIONS,"No-votes?"
ABSTRACTART,"Friend who daydreams?"
ABSTRACTIONIST,"Hazarding a guess: doctor who puts stomach muscles in pulleys?"
ABSTRACTPOINTER,"Vague piece of advice?"
ABSTRACTTART,"Small pie à la Pollock?"
ABSTRACTTART,"Theoretical pie?"
ABSURD,"Inane relative?"
ABSURD,"Ionesco-esque?"
ABUNCHOFSOBS,"Prelude to a good cry?"
ABUNDANCE,"A cotillion in a pastry shop?"
ABUNDANCE,"What you might see in a Pillsbury doughboy commercial?"
ABUSEDCARS,"Demolition derby entrants?"
ABUSEDCARS,"Poorly maintained vehicles?"
ABUSEDCARS,"Regulars at the body shop?"
ABUSHELANDAPEC,"How much Mr. Universe loves you?"
ABUT,"Be against?"
ABUT,"Be neighborly?"
ABUT,"Be up against?"
ABUT,"Get in touch with?"
ABUT,"Side with?"
ABUTTED,"Kept in touch?"
ABUTTERTOMORROW,"What a low-carb dieter looks forward to?"
ABUYABLEALTERNATIVE,"What the dishonest candidate called himself?"
ABYSS,"Deep subject?"
ABYSSINIANPEOPLE,"Classic 1942 horror film, in old Addis Ababa?"
ABZUGSLIFE,"Colorful Congresswoman's memoir?"
ACABINOFSTEWARDESSES,"Locale for flight attendants?"
ACACIAHADNTNOTICED,"Tree failed to see?"
ACAD,"Sch. for scoundrels?"
ACADEMIANUTS,"People who go ga-ga for college?"
ACADEMICCIRCLES,"School rings?"
ACADEMICHOOD,"University bad guy?"
ACADEMICHOOD,"University thug?"
ACADEMICWEAR,"Professor's duds?"
ACADEMYAD,"*Commercial for a private school?"
ACADEMYAD,"Oscar promo?"
ACADOFMUSIC,"Gigolo conductor?"
ACANEDTENT,"Tepee with poles?"
ACAPPELLAZINGER,"Witty remark belted out without instrumental backup?"
ACAPTAINSORDER,"YULE LOG?"
ACAREERINRUINS,"Archaeologist's quest?"
ACAREERINRUINS,"What an archaeologist has?"
ACARNAMEDDESIRE,"Herbie the Love Bug, for more mature audiences?"
ACCENT,"Cause of misunderstanding?"
ACCENT,"Foreigner's ID?"
ACCENT,"Grave marker?"
ACCENT,"Sign of stress?"
ACCENT,"Something every entrée has?"
ACCENTMOCK,"Ridicule of a foreign speaker?"
ACCENTPRONE,"Like a dialect coach?"
ACCENTSHAPPEN,"Dialect coach's slogan?"
ACCEPTEDUSAGE,"234, as of July 4, 2010?"
ACCEPTERS,"Yes-men, maybe?"
ACCEPTREFUSE,"Take in the garbage?"
ACCESSTOTHEROOF,"Oral surgeon's apartment-hunting requirement?"
ACCIDENTALBREAK,"Fluke?"
ACCIDENTALSNORE,"Inadvertent night noise?"
ACCIDENTSWILLHAPPEN,"Vision of the future in travel?"
ACCLIMATE,"Cool indoor conditions?"
ACCOMPANYMEN,"What escorts are usually paid to do?"
ACCORDINGTOOYL,"How Popeye treats Olive?"
ACCORDMUSIC,"Honda's theme?"
ACCOUNTABLE,"Like a good math teacher?"
ACCOUNTABLE,"Like a responsible math teacher?"
ACCOUNTEXECUTIVE,"Housman's initial occupation?"
ACCOUNTINGCROWS,"Birds who get busy right up to April?"
ACCOUNTINGSHEEP,"Meek number cruncher?"
ACCOWLINGS,"Very cool 1970's N.F.L.er?"
ACCRABAT,"Somersaulter from Ghana?"
ACCRABATS,"West African fliers?"
ACCRAPHOBIA,"Ghanaian fear?"
ACCRUEACREW,"Gather sailors?"
ACDC,"Band with a juiced-up name?"
ACDC,"Choice of juice?"
ACDC,"Current choice?"
ACDC,"Current initials?"
ACDC,"Current letters?"
ACDC,"Current rock group?"
ACDC,"Current status?"
ACDC,"Currently bi?"
ACDC,"Electric band?"
ACDC,"Electrically versatile rock band?"
ACDC,"Electrician's favorite rock band?"
ACDC,"Electrifying band?"
ACDC,"Electrifying rock group?"
ACDC,"High-voltage Australian band?"
ACDC,"Juice letters?"
ACDC,"Orientation letters?"
ACDC,"Powerful rock group?"
ACDC,"Young band from Australia?"
ACDCCOMICS,"People who do stand-up about an aging Australian rock band?"
ACE,"A-one service?"
ACE,"Big club?"
ACE,"Big heart, say?"
ACE,"Big heart?"
ACE,"Biggest club in Las Vegas?"
ACE,"Bridge strength?"
ACE,"Bridge topper?"
ACE,"Club for one?"
ACE,"Club leader?"
ACE,"Club member?"
ACE,"Deck one?"
ACE,"Diamond head?"
ACE,"Excellent service?"
ACE,"Good service?"
ACE,"Grand slam in tennis?"
ACE,"Great service?"
ACE,"Head of the pack?"
ACE,"Hot shot?"
ACE,"KISS's favorite playing card?"
ACE,"King's higher-up?"
ACE,"Leader of the pack?"
ACE,"Leader?"
ACE,"Leading club?"
ACE,"Member of the jet set?"
ACE,"Most valuable diamond?"
ACE,"One in a suit?"
ACE,"One in the hand?"
ACE,"One of a kind?"
ACE,"One of a singing quartet?"
ACE,"One with a heart?"
ACE,"One with perfect pitch?"
ACE,"One-hit wonder?"
ACE,"Point of no return?"
ACE,"Put one past?"
ACE,"Service with a smile?"
ACE,"Shooting star?"
ACE,"Shot that doesn't require putting?"
ACE,"Sleeve card?"
ACE,"Sleeve contents?"
ACE,"Sleeve insert?"
ACE,"Smashing point?"
ACE,"Something up a sleeve?"
ACE,"Something up the sleeve?"
ACE,"Suit top?"
ACE,"Superlative service?"
ACE,"Top of a suit?"
ACE,"Valuable diamond?"
ACE,"Wonderful service?"
ACEBANDAGE,"Joint coverage trademark?"
ACEBANDAGE,"Strip in a locker room?"
ACEBANDAGES,"Dandy dressings?"
ACED,"Gave great service?"
ACED,"Got no return?"
ACED,"Hit to a tee from the tee of?"
ACED,"Made a good point?"
ACED,"Made a great point?"
ACED,"Provided unbeatable service?"
ACED,"Put one past?"
ACED,"Put past?"
ACED,"Served perfectly?"
ACED,"Served them right?"
ACED,"Served to perfection?"
ACED,"Served well?"
ACED,"Served with distinction?"
ACEHIGHFLUSH,"Air hero's sign of embarrass- ment?"
ACEINTHEHOLE,"Ecstatic golfer's shout?"
ACEINTHEHULL,"The Red Baron, belowdecks?"
ACEINVADER,"Attila, for one?"
ACELACEPLACE,"Chantilly?"
ACEOFCLUBS,"Golf pro?"
ACEOFCLUBS,"Tiger Woods?"
ACEOFHEARTS,"Card for Casanova?"
ACEPERIOD,"Era of the Red Baron?"
ACER,"Fast server?"
ACER,"One demonstrating excellent service?"
ACER,"One offering outstanding services?"
ACER,"One who gives great service?"
ACER,"One who gives special service?"
ACER,"One who has a quick point to make?"
ACER,"One with a fastball?"
ACER,"One with perfect pitch?"
ACER,"One-hit wonder?"
ACER,"Service expert?"
ACER,"Serving expert?"
ACERBLIE,"Bitter untruth?"
ACERS,"Excellent servers?"
ACERS,"Ones who try to put things past you?"
ACERS,"Providers of excellent service?"
ACES,"A foursome for poker?"
ACES,"Big diamonds?"
ACES,"Big hand?"
ACES,"Big hearts?"
ACES,"Bridge components?"
ACES,"Cards up one's sleeve?"
ACES,"Courier service goals?"
ACES,"Deck tops?"
ACES,"Frehley and Spades?"
ACES,"Gives good service?"
ACES,"Hits the point of no return?"
ACES,"Leaders of the pack?"
ACES,"Ones in a suit?"
ACES,"Ones in suits?"
ACES,"Ones of a kind?"
ACES,"Ones that may be high?"
ACES,"Provides service that can't be beat?"
ACES,"Reason for the downfall of many kings?"
ACES,"Scores quickly?"
ACES,"Serves them right?"
ACES,"Singles in suits?"
ACES,"The best pair?"
ACES,"The most powerful pair?"
ACES,"They're unbeatable in war?"
ACES,"Top draws?"
ACES,"Top-flight individuals?"
ACES,"Vegas highs?"
ACES,"Winning hearts?"
ACESAVING,"Bridge player's strategy?"
ACESETTERS,"Crackerjack dogs?"
ACESEXUALITY,"Lifestyle choice of a Cy Young Award winner?"
ACESHIGH,"Elevens, not ones, in blackjack?"
ACESONNETVERSES,"... scrambled to produce poets laureate work about the web?"
ACETATE,"Film maker?"
ACETHEMUSIC,"Do well at one's recital?"
ACETHEMUSIC,"Play perfectly?"
ACETRACKS,"Red Baron's footprints?"
ACEUNDERFIRE,"Great pitcher on the front lines of battle?"
ACH,"""Oh!"" de Cologne?"
ACH,"Bavarian beef?"
ACH,"Bavarian carp?"
ACH,"Berlin beef?"
ACH,"Bonn beef?"
ACH,"Cry from a Rottweiler?"
ACH,"Disgusted comment after reading Der Spiegel?"
ACH,"Essen beef?"
ACH,"German beef?"
ACH,"German grouse?"
ACH,"German shepherd's cry?"
ACH,"Hamburger beef?"
ACH,"Hamburger's beef?"
ACH,"Münster beef?"
ACH,"Rhine whine?"
ACH,"Startled reaktion?"
ACHALKBOARD,"What gets whiter the dirtier it gets?"
ACHE,"Balming target?"
ACHE,"Canine trouble?"
ACHE,"Canine warning?"
ACHE,"Gut feeling?"
ACHE,"Have a sore spot?"
ACHE,"Head problem?"
ACHE,"Head tail?"
ACHE,"Heart or back problem?"
ACHE,"Heart problem?"
ACHE,"Joint concern?"
ACHE,"Masseurs rub it out?"
ACHE,"Muscle memory?"
ACHE,"Need aspirin?"
ACHE,"Not quite smart?"
ACHE,"Pain in the neck?"
ACHE,"Problem with an organ near a temple?"
ACHE,"Yearn for a rubdown?"
ACHED,"Felt the strain?"
ACHED,"Needed to be kneaded?"
ACHED,"Was a pain in the neck?"
ACHEEPIMITATION,"Bird call competition?"
ACHEFORUM,"Chat room for hypochondriacs?"
ACHES,"Balming targets?"
ACHES,"Feels one's muscles?"
ACHES,"Heart conditions?"
ACHES,"Heart problems?"
ACHES,"They may happen in the long run?"
ACHES,"You may get these in the long run?"
ACHESMURDERER,"Pain killer?"
ACHILLES,"A big heel?"
ACHILLES,"Mythical hero with a bum heel?"
ACHILLES,"Not so well-heeled person?"
ACHILLESANDPAINS,"What the Trojan War delivered to Hector?"
ACHILLESEL,"Transport for a Trojan War hero?"
ACHILLESHEEL,"Greek guy's sore spot?"
ACHINALLOVER,"Boomer's update of a 1965 song by the Guess Who?"
ACHINGJOINTS,"Carpenter's affliction?"
ACHIPOFFTHEOLDBLOCK,"Wedge shot from a worn-out practice range platform?"
ACHOO,"Allergic reaction?"
ACHOO,"Blessed exclamation?"
ACHOO,"Blessed sound?"
ACHOO,"Blessing preceder?"
ACHOO,"Cause for a blessing?"
ACHOO,"Cause for blessing?"
ACHOO,"Cause of a blessing?"
ACHOO,"Cold blast that's often blessed?"
ACHOO,"Cold blast?"
ACHOO,"Cold burst?"
ACHOO,"Cold call?"
ACHOO,"Cold emission?"
ACHOO,"Cold explosion?"
ACHOO,"Cold outburst?"
ACHOO,"Cold response?"
ACHOO,"Cold snap?"
ACHOO,"Possible reaction from getting a cold shoulder?"
ACHOO,"Reaction to fluff?"
ACHOO,"Response to getting one's dander up?"
ACHOO,"Sound before a blessing?"
ACHOO,"Sound from the blessed?"
ACHOOS,"Blessed sounds?"
ACHOOS,"Sneezes soundly?"
ACHORUSLIEN,"Broadway flop about singers with financial problems?"
ACHORUSLIEN,"Movie about a claim against a singing group?"
ACHORUSLINE,"Broadway musical about three guys using the same pickup routine at a bar?"
ACHORUSLINE,"Broadway musical about three guys using the same pickup routine at a singles bar?"
ACHORUSONLINE,"Broadway-based film about singers' access?"
ACHRISTMASCARLO,"Film producer Ponti dressed up as Santa?"
ACHRISTMASCAROB,"Novel about holiday candy?"
ACHRISTMASCAROL,"Moseley Braun, lighting the tree as president?"
ACHRISTMASCAROL,"Mr. Fezziwig, Mrs. Dilber, and Fan?"
ACHRISTMASCLARO,"Film about Santa enjoying his holiday cigar?"
ACHS,"Hamburger beefs?"
ACHS,"Signs of indigestion from a Hamburger?"
ACHUGOFWINE,"Big Sauvignon swig?"
ACHUGOFWINE,"What Otis took that got him kicked out of the tasting?"
ACHY,"Feeling exercised?"
ACHY,"Needing kneading?"
ACHYBREAKYHEART,"Christiaan Barnard's favorite number?"
ACID,"Alternative to mushrooms?"
ACID,"Base antagonist?"
ACID,"Baseless?"
ACID,"Beginning to a bad rain?"
ACID,"Cause of much bellyaching?"
ACID,"DNA component?"
ACID,"Kind of rain?"
ACID,"Trip agent?"
ACIDESTHER,"Bitingly sarcastic Williams?"
ACIDNUMBER,"Dealer's inventory tag?"
ACIDRAIN,"Terror from the skies?"
ACIDREIGN,"The sour taste of Robespierre's tenure?"
ACIDS,"Nos. on room coolers?"
ACIDS,"What helps about 100 etchers?"
ACIDSPRAIN,"Drug-induced muscle injury?"
ACIDWASHING,"What occurs on a trip to the laundromat?"
ACING,"Getting no returns?"
ACING,"Giving great service?"
ACING,"Serving well?"
ACIVILAUCTION,"What eBay offers?"
ACK,"Bill the Cat's meow?"
ACKRACE,"Contest to see who can read ""Cathy"" fastest?"
ACLOCHECALL,"What the host of the ""Hat Hotline"" has at least once a week?"
ACLOCKWORKFRUIT,"Generic Stanley Kubrick movie of 1971?"
ACLOCKWORKLEMON,"Not an Anthony Burgess title?"
ACLOCKWORKORANG,"Film about simian predictability?"
ACLOCKWORKORANG,"Kubrick's anthropoid study?"
ACLOCKWORKORANG,"Movie about a mechanical ape?"
ACLOCKWORKORANG,"Movie about the zoo's most punctual simian?"
