acetic,Vinegary
aceto,Chemical prefix
aceto,Vinegar: Prefix
acetol,Colorless ketone
acetone,Common solvent
acetone,Polish remover
acetones,Colorless solvents
acetyl,Vinegar radical
ach,"""___ du lieber!"""
ach,German cry
ach,Rhine whine
ache,Advil target
ache,Be in pain
ache,Be sore
ache,Distress signal
ache,Flu symptom
ache,Have a hankering
ache,Hurt
ache,Long
ache,Long (for)
ache,Massage target
ache,Masseur's target
ache,Masseuse's target
ache,Pain
ache,Pine (for)
ache,Result of overexercise
ache,Stomach woe
ache,Suffer
ache,Tooth trouble
ache,Tummy trouble
ache,Yearn
ache,Yearn (for)
ached,Hurt
ached,Longed
ached,Longed (for)
aches,Flu symptoms
aches,Has a yen
aches,Partner of pains
aches,Throbs
achiest,Hurting the most
achiest,Most sore
achieves,Pulls off
achoo,Allergy season sound
achoo,Blessing preceder
achoo,Cause for a blessing
achoo,Cause for a blessing?
achoo,Cold response?
achy,Hurting
achy,In need of a massage
achy,Sore
achy,Stiff and sore
acid cell,Battery type
acid cell,Kind of battery
acid rain,Environmentalist's concern
acid test,Conclusive trial
acid,Battery contents
acid,Battery fluid
acid,Biting
acid,Dropped stuff
acid,Etcher's need
acid,It has a low pH
acid,Kind of rock
acid,Like gastric juice
acid,Litmus reddener
acid,Sharp
acid,Tart
acids,Litmus reddeners
acidy,Sharp
acing,Breezing through
acing,More than passing
ACIS,Galatea's love
ack,"""Egad!"""
ack,Comic strip cry
ack-ack,Antiaircraft fire
ACLU,Censorship-fighting org.
ACLU,Legal rights org.
ACLU,Rights grp.
ACLU,Rights org.
acme,#1 spot
acme,Cap
acme,Climax
acme,Crowning point
acme,Culmination
acme,Height
acme,High point
acme,Highest point
acme,Meridian
acme,Ne plus ultra
acme,Peak
acme,Pinnacle
acme,Summit
acme,Tip
acme,Tiptop
acme,Top
acme,Top of the heap
acme,Top spot
acme,Very top
acme,Zenith
acmes,High points
acmes,Peaks
acmes,Summits
acmes,Tops
acne,Bad marks
acne,Bad spots?
acne,Clearasil target
acne,High school breakout
acne,Retin-A treats it
acne,Stridex target
acne,Teen affliction
acne,Teen spots
acne,Teen spots?
acne,Unpopular spots
acorn,___ squash
acorn,Some kind of a nut
acorn,Squirreled-away item
acorn,Squirrel's stash
acquire,Get
acquit,Find not guilty
acquits,Lets off
acr,Height: Prefix
acre,"""God's Little ___"""
acre,A lot of lot
acre,Big plot
acre,Fair-sized garden
acre,Farm division
acre,Farm measure
acre,Farm unit
acre,Field measure
acre,Growing room
acre,It may be a lot
acre,Land measure
acre,Land unit
acre,One to grow on?
acre,Part of a plot
acre,Piece of property
acre,Planting unit
acre,Plot part
acre,Plot unit
acre,Ranch unit
acre,Realtor's unit
acre,Small field
acre,Square measure
acreage,Land
acres,"""Green ___"""
acres,Farm units
acres,Large amounts
acres,Lots of land
acres,Lots of lots
acrid,Bitter
acrid,Like thick smoke
acrid,Pungent
acrid,Sharp
acrimony,Bitterness
acro-,Height: Prefix
acro-,Prefix with phobia
acrobat,Circus performer
acrobat,Flipper
acrobatic,Like tumblers
acronym,It stands for something
across,Down's opposite
across,Over
across,Straddling
a-cry,"Streep's ""___ in the Dark"""
ACS,"Coolers, briefly"
ACS,"Coolers, for short"
act as,Be temporarily
act as,Represent
act as,Serve in the capacity of
act as,Take the role of
act for,Represent
act like,Ape
act like,Imitate
act upon,Follow
act upon,Influence
act,Appear
act,Be in a cast
act,Behave
act,Deed
act,Do film work
act,Do something
act,Don't just sit there
act,Function
act,It's the law
act,Make a move
act,Make a scene?
act,Operate
act,Part of a play
act,Play part
act,Play the part
act,Pretense
act,Routine
act,Show piece?
act,Take effect
act,Take steps
act,Undertaking
acta,Court records
acta,Official proceedings
acta,Official records
acta,Proceedings
acta,Recorded proceedings
Actaeon,Mythological hunter turned into a stag and killed by his own dogs
Acte,Entr'___
Acte,Molière play part
Acte,Part of un opéra
acted,Didn't dawdle
acted,Functioned
acted,Performed
acted,Played
acted,Played on stage
acted,Took steps
ACTH,Pituitary hormone
acti,Broadway opening
acti,Opening on Broadway
acti,Opera opener
acti,Play opener
acti,Play starter
acti,Show opener
acti,Stage opening
acti,Start of a play
actin,Be part of the cast of
actin,Join the cast of
acting,Temporary
action,Director's cry
action,Film genre
action,Video store category
actions,Behavior
actions,Efforts
active,On the move
activity,Pastime
acto,Part of a Spanish play
acton,"Follow, as a tip"
acton,"Follow, as advice"
acton,Follow
actone,Broadway opening
actone,Broadway opening?
actone,Moss Hart autobiography
actone,Play opener
actone,Prologue follower
actor,"Gibson, e.g."
actor,Cast member
actor,Company part
actor,Part filler
actor,Participant
actor,Role player
actor,Stage presence?
actor,Thespian
acts as,Represents
acts,"""Hamlet"" has five"
acts,___ of the Apostles
acts,Book before Romans
acts,Does something
acts,Exploits
acts,Follower of John
acts,Gospels follower
acts,Isn't idle
acts,Makes a scene?
acts,New Testament book
acts,Play divisions
acts,Play parts
acts,Plays a part
acts,Takes steps
actual,De facto
actual,Genuine
actual,Real
actuate,Get going
actuated,Got going
ACT-UP,Carry on
ACT-UP,Malfunction
ACT-UP,Misbehave
ACU,Prefix with pressure
ACU,Prefix with puncture
ACU,With a needle: Prefix
acuate,Pointed
acumen,Insight
acumen,Shrewdness
acupuncture,A jab well done
acute,Critical
acute,Grave
acute,Intense
acute,Keen
acute,Less than right?
acute,Not chronic
acute,Pressing
acute,Sharp
acute,Sharp as a tack
acute,Urgent
ad hoc,"Literally, ""for this"""
ad hoc,Improvised
ad hoc,Kind of committee
ad hoc,Like some committees
ad hoc,Not permanent
ad hominem,Personal
ad in,"Score after deuce, in tennis"
ad in,Deuce follower
ad in,Game point situation
ad in,Score after deuce
ad in,Situation favoring the server
ad in,Tennis edge
ad in,Tennis score
ad in,Tennis score after deuce
ad infinitum,Ceaselessly
ad interim,For the time being
ad lib,Go off script
ad lib,Impromptu
ad lib,Improvise
ad lib,Off-the-cuff
ad lib,Unrehearsed
ad lib,Wing it
ad rates,Pitching stats?
ADA,Boise's county
ADA,Critic ___ Louise Huxtable
ADA,Driller's org.
ADA,Nabokov novel
ADA,Oklahoma city
ADA,Oklahoma county seat
ADA,Oklahoma town
ADA,Toothpaste tube letters
adage,"""Haste makes waste,"" e.g."
adage,"""Time is money,"" e.g."
adage,Maxim
adage,Saw
adage,Saying
adage,Words of wisdom
adages,Saws
adagio,"Slowly, to a conductor"
adagio,Slow movement
adagio,Slowly
Adah,Wife of Esau
Adair,Firefighter Red
adak,One of the Aleutians
Adam,"Sandler of ""Big Daddy"""
Adam,Comic Sandler
Adam,Economist Smith
Adam,Eve's man
Adam,Fall guy?
Adam,First family member
Adam,First father
Adam,First mate?
Adam,First of all
Adam,Funnyman Sandler
Adam,Garden figure
Adam,Garden party?
Adam,Genesis man
Adam,Leading man?
Adam,Man in a garden
Adam,One who raised Cain
Adam,Rodin sculpture at the Met
Adama,"""Battlestar Galactica"" commander"
adamant,Inflexible
adamant,Not budging
adamant,Unyielding
Adam's ale,"Water, facetiously"
Adam's ale,Teetotaler's order
Adam's ale,Water
Adams,Monroe's successor
adapt,Accommodate
adapt,Adjust
adapt,Customize
adapt,Get used (to)
adapt,Go with the flow
adapt,Rework
adapt,Show flexibility
adaptable,Not fixed
adapter,Electrical gizmo
Adar,Jewish month
Adar,Month before Nisan
Adar,Purim's month
Adar,Shevat follower
Adar,Sixth Jewish month
ADAS,Nabokov heroine and others
a-day,"""An apple ___..."""
a-day,Real last name of Meat Loaf
adays,All in ___ work
add to,Build on
add to,Enlarge
add to,Increase
add to,Supplement
add up to,Total
add up,Make sense
add up,Total
add,"Make sense, with ""up"""
add,Annex
add,Append
add,Build (on)
add,Combine
add,Continue
add,Contribute
add,Do sums
add,Elaborate
add,Go on to say
add,Kick in
add,Put in
add,Put on
add,Put two and two together
add,Recipe instruction
add,Recipe word
add,Say further
add,Sum
add,Sum (up)
add,Tack on
add,Tag on
add,Tally (up)
add,Throw in
add,Total
add,Word on a dipstick
added on,Appended
added on,Extra
added to,Increased
added,Extra
added,Further
added,Put on
added,Supplemented
added,Threw in
addend,Number next to a plus sign
addenda,Extras
addenda,Riders
addenda,Supplements
adder,"Calculator, at times"
adder,Puff ___ (hognose snake)
adder,Summer
adder,Venomous snake
adder,Viper
addict,Hound
adding,Totaling
addis,___ Ababa
addition,Building wing
addle,Befuddle
addle,Confuse
addle,Discombobulate
addle,Disorient
addle,Flummox
addle,Fluster
addle,Mix up
addle,Throw
addle,Throw off
addled,Confused
addle-pated,Foolish
addles,Mystifies
addles,Throws off
add-on,Annex
add-on,Attach
add-on,Extension
add-on,Extra
add-on,Wing
addons,Extras
addons,Peripherals
address,Deal with
addressee,Letter opener
adds on,Appends
adds up,Makes sense
adds,Annexes
adds,Combines
adds,Contributes
adds,Interjects
adds,Puts in
adds,Puts on
adds,Puts two and two together
adds,States further
adds,Subjoins
adds,Tacks on
adds,Takes on
adds,Throws in
adds,Tosses in
adds,Uses an abacus
Ade,"""Fables in Slang"" author"
Ade,"""The Sultan of Sulu"" writer"
Ade,Citrus drink
Ade,Cooler
Ade,Drink suffix
Ade,Fruit drink
Ade,Fruity drink
Ade,Hoosier humorist
Ade,Sidewalk stand drink
Ade,Stock follower
Ade,Suffix on fruit names
Ade,Suffix with cannon
Ade,Suffix with grape
Ade,Suffix with lemon or orange
Ade,Suffix with stock
Ade,Sugary drink
Ade,Summer cooler
Ade,Summer drink
Ade,Summer quaff
Ade,Summer refresher
Ade,Sweet drink
Ade,Vitamin C source
Adee,"""Song of the South"" song syllables"
Adee,"""Zip-___-Doo-Dah"""
Adee,Chick follower
Adee,Chick's tail?
a-deep,Take ___ breath
Adela,"""A Passage to India"" heroine"
Adela,"""A Passage to India"" woman"
Adela,___ Rogers St. Johns
Adela,Daughter of William the Conqueror
Adela,Journalist ___ Rogers St. Johns
Adela,Writer ___ Rogers St. Johns
Adele,"""Die Fledermaus"" maid"
Adele,Dance partner for Fred
Adele,Dancer Astaire
Adele,Designer Simpson
Adele,Fred's dancing partner
Adele,Fred's dancing sister
Adele,Jane Eyre's pupil
Adele,One of the Astaires
adelie,Antarctica's ___ Coast
Adelle,Nutrition author Davis
Adelphi,Long Island university
Aden,"Gulf of ___, off the coast of Yemen"
Aden,Former British protectorate
Aden,Gulf port
Aden,Mideast port
Aden,Mideast's Gulf of ___
Aden,The Mideast's Gulf of ___
Aden,Yemeni city
Aden,Yemeni port
Aden,Yemen's Gulf of ___
adeno,Gland: Prefix
adept,Crack
adept,Expert
adept,Highly skilled
adept,Masterful
adept,Proficient
adept,Skilled
adept,Skillful
adept,Slick
adeptly,In a proficient manner
adepts,Aces
adepts,Experts
adepts,Pros
adequacy,Suitability
adequate,Passable
Ades,Cool drinks
Ades,Fruity coolers
Ades,Fruity drinks
Ades,Juice drinks
Ades,Some vitamin C sources
Ades,Sugary drinks
Ades,Summer coolers
Ades,Summer drinks
Ades,Summer quaffs
Ades,Thirst quenchers
adeste,"""___ Fideles"""
adeste,Carol opener
adeste,Carol opening
adeste,Carol starter
adeste,Holiday song title starter
adeste,Start of a Christmas carol
adhere to,Follow
adhere to,Uphold
adhere,Cleave
adhere,Cling
adhere,Cling (to)
adhere,Hang on
adhere,Stick
adhere,Stick (to)
adherent,Follower
adherents,Followers
adieu,"""Farewell, mon ami"""
adieu,Bye word
adieu,Departure
adieu,Farewell
adieu,French farewell
adieu,Gallic goodbye
adieu,Goodbye
adieu,It may be bid
adieu,Parting word
adieus,Farewells
adieus,Parting words
adieux,Parting words
Adim,Take ___ view of
adios,"""Bye"""
adios,"""I'm outta here!"""
adios,"""Later!"""
adios,"""Later"""
adios,"""See ya!"""
adios,"""So long"""
adios,Parting word
adit,Mine entrance
adj,Descriptive wd.
adj,Dict. label
adj,Dictionary abbr.
adj,Modifying wd.
adjoin,Touch
adjourns,Quits working
adjudge,Decree
adjunct,Add-on
adjust,Fiddle with
adjust,Modify
adlai,1950's candidate Stevenson
adlai,Dwight's opponent in '52 and '56
adlai,First name in 1950's politics
adlai,Two-time loser to Ike
Adler,Freud contemporary
ad-libs,Improvises
ad-libs,Wings it
ADM,Fleet runner: Abbr.
ADM,Gen.'s counterpart
adman,"Pitcher, of a sort"
adman,Madison Avenue worker
admen,Commercial makers
admire,Look up to
admired,Popular
admires,Looks up to
admit,___ one
admit,Acknowledge
admit,Allow
admit,Come out of denial
admit,Fess up
admit,Fess up (to)
admit,Fess up to
admit,Let in
admit,Own up to
admix,Blend
admonish,Caution
ado,"""Much ___ About Nothing"""
ado,Big deal
ado,Big fuss
ado,Bother
ado,Botheration
ado,Brouhaha
ado,Bustle
ado,Buzzing about
ado,Commotion
ado,Difficulty
ado,Excitement
ado,Flap
ado,Flurry
ado,Flutter
ado,Foofaraw
ado,Fuss
ado,Goings-on
ado,Hoo-ha
ado,Hoopla
ado,Hubbub
ado,Hurry-scurry
ado,Mountain out of a molehill
ado,Pother
ado,Ruckus
ado,Rumpus
ado,Stink
ado,Stir
ado,Trouble
ado,Tumult
adobe,Building block
adobe,Building material
adobe,Desert home
adobe,Hacienda brick
adobe,Hut material
adobe,Pueblo brick
adobes,Building blocks
adonais,"Keats, to Shelley"
adonais,Shelley poem
Adonis,Beloved of Aphrodite
Adonis,Blab
Adonis,Hunk
adopt,Assume
adopt,Embrace
adopt,Pass
adopt,Ratify
adopt,Take as one's own
adopt,Take in
adopt,Take on
adopt,Vote to accept
adopted,Taken in
adopts,Embraces
adopts,Takes in
adorable,Darling
adoration,Worship
adore,"Dig, so to speak"
adore,Be crazy about
adore,Be gaga over
adore,Be nuts about
adore,Be sweet on
adore,Be wild about
adore,Cherish
adore,Dig deeply
adore,Esteem to the extreme
adore,Fancy
adore,Glorify
adore,Go gaga over
adore,Hold dear
adore,Honor
adore,Idolize
adore,Like a lot
adore,Love
adore,Love lots
adore,Love to death
adore,Love to pieces
adore,Put on a pedestal
adore,Really dig
adore,Really fancy
adore,Really go for
adore,Really like
adore,Really love
adore,Revere
adore,Think the world of
adore,Treasure
adore,Venerate
adore,Worship
adored,Beloved
adored,Put on a pedestal
Adoree,Renée of silents
adorers,Big fans
adores,Eats up
adores,Flips over
adores,Honors
adores,Idolizes
adores,Likes a lot
adores,Loves
adoring,Like fans
adorn,Beautify
adorn,Bedeck
adorn,Deck out
adorn,Decorate
adorn,Embellish
adorn,Festoon
adorn,Gild
adorn,Trim
adorned,Trimmed
adorns,Prettifies
adorns,Trims
ados,Bothers
ados,Bustles
ados,Commotions
ados,Flurries
ados,Fusses
ados,Hoo-has
ados,Hubbubs
ados,Hullabaloos
ados,Ruckuses
ados,Stirs
ados,Tumults
ados,Uproars
adoze,Napping
adrenal,Kind of gland
adrift,Aimless
adrift,Wandering
adrip,Leaking
adroit,Canny
adroit,Nimble
adroit,Quick-witted
adroit,Skillful
